,Source,Source City,Source Country,Target,Target City,Target Country,Weight
1903,ENA,Kenai,USA,ANC,Anchorage,USA,3510
1904,HOM,Homer,USA,ANC,Anchorage,USA,1944
1905,HPB,Hooper Bay,USA,VAK,Chevak,USA,972
1906,KPN,Kipnuk,USA,BET,Bethel,USA,486
1907,VAK,Chevak,USA,HPB,Hooper Bay,USA,414
1908,KWN,Quinhagak,USA,EEK,Eek,USA,558
1909,WTL,Tuntutuliak,USA,BET,Bethel,USA,414
1910,CYF,Chefornak,USA,BET,Bethel,USA,558
1911,BET,Bethel,USA,OOK,Toksook Bay,USA,486
1912,NME,Nightmute,USA,OOK,Toksook Bay,USA,558
1913,OOK,Toksook Bay,USA,BET,Bethel,USA,558
1914,OOK,Toksook Bay,USA,TNK,Tununak,USA,486
1915,TNK,Tununak,USA,OOK,Toksook Bay,USA,558
1916,ANC,Anchorage,USA,ENA,Kenai,USA,10471
1917,ENA,Kenai,USA,ANC,Anchorage,USA,10471
1918,ADQ,Kodiak,USA,ANC,Anchorage,USA,250
1919,ANC,Anchorage,USA,ADQ,Kodiak,USA,250
1920,ANC,Anchorage,USA,HOM,Homer,USA,2701
1921,HOM,Homer,USA,ANC,Anchorage,USA,2701
1922,PTU,Platinum,USA,KWN,Quinhagak,USA,558
1923,KKH,Kongiganak,USA,WTL,Tuntutuliak,USA,414
1924,MYU,Mekoryuk,USA,TNK,Tununak,USA,558
1925,TNK,Tununak,USA,MYU,Mekoryuk,USA,486
1926,EEK,Eek,USA,BET,Bethel,USA,558
1927,ANC,Anchorage,USA,ENA,Kenai,USA,400
1928,ANC,Anchorage,USA,HOM,Homer,USA,250
1929,ENA,Kenai,USA,ANC,Anchorage,USA,400
1930,HOM,Homer,USA,ANC,Anchorage,USA,250
1931,WTL,Tuntutuliak,USA,KKH,Kongiganak,USA,558
1932,WWT,Newtok,USA,BET,Bethel,USA,558
1933,ANC,Anchorage,USA,VDZ,Valdez,USA,2000
1934,BET,Bethel,USA,MYU,Mekoryuk,USA,558
1935,HPB,Hooper Bay,USA,SCM,Scammon Bay,USA,414
1936,MYU,Mekoryuk,USA,BET,Bethel,USA,486
1937,OOK,Toksook Bay,USA,WWT,Newtok,USA,558
1938,SCM,Scammon Bay,USA,HPB,Hooper Bay,USA,558
1939,VDZ,Valdez,USA,ANC,Anchorage,USA,2000
1940,ADQ,Kodiak,USA,ANC,Anchorage,USA,5402
1941,ANC,Anchorage,USA,ADQ,Kodiak,USA,5402
1942,BET,Bethel,USA,SCM,Scammon Bay,USA,558
1943,ANC,Anchorage,USA,VDZ,Valdez,USA,1517
1944,VDZ,Valdez,USA,ANC,Anchorage,USA,1517
1945,SCM,Scammon Bay,USA,BET,Bethel,USA,414
1946,ANC,Anchorage,USA,CDV,Cordova,USA,2072
1947,CDV,Cordova,USA,ANC,Anchorage,USA,2072
1948,HNS,Haines,USA,JNU,Juneau,USA,1085
1949,JNU,Juneau,USA,HNS,Haines,USA,1160
1950,HNS,Haines,USA,SGY,Skagway,USA,1160
1951,SGY,Skagway,USA,HNS,Haines,USA,1085
2057,KPN,Kipnuk,USA,CYF,Chefornak,USA,104
2058,KUK,Kasigluk,USA,BET,Bethel,USA,112
2059,ANI,Aniak,USA,KLG,Kalskag,USA,432
2060,ANI,Aniak,USA,CHU,Chuathbaluk,USA,216
2061,BET,Bethel,USA,ATT,Atmautluak,USA,112
2062,KGX,Grayling,USA,SHX,Shageluk,USA,216
2063,RSH,Russian Mission,USA,ANI,Aniak,USA,432
2064,SHX,Shageluk,USA,ANI,Aniak,USA,216
2065,KWN,Quinhagak,USA,EEK,Eek,USA,112
2066,KLG,Kalskag,USA,RSH,Russian Mission,USA,432
2067,EEK,Eek,USA,BET,Bethel,USA,112
2068,RDV,Red Devil,USA,SLQ,Sleetmute,USA,216
2069,CHU,Chuathbaluk,USA,CKD,Crooked Creek,USA,216
2070,BET,Bethel,USA,VAK,Chevak,USA,104
2071,TNK,Tununak,USA,WWT,Newtok,USA,112
2072,BET,Bethel,USA,NME,Nightmute,USA,112
2073,SLQ,Sleetmute,USA,ANI,Aniak,USA,104
2074,ANI,Aniak,USA,HCR,Holy Cross,USA,216
2075,OOK,Toksook Bay,USA,TNK,Tununak,USA,112
2076,CKD,Crooked Creek,USA,RDV,Red Devil,USA,216
2077,KKH,Kongiganak,USA,KWK,Kwigillingok,USA,104
2078,VAK,Chevak,USA,HPB,Hooper Bay,USA,104
2079,WWT,Newtok,USA,BET,Bethel,USA,112
2080,NME,Nightmute,USA,OOK,Toksook Bay,USA,112
2081,ATT,Atmautluak,USA,NUP,Nunapitchuk,USA,112
2082,BET,Bethel,USA,MLL,Marshall,USA,112
2083,BET,Bethel,USA,WTL,Tuntutuliak,USA,104
2084,MLL,Marshall,USA,BET,Bethel,USA,112
2085,SLQ,Sleetmute,USA,SRV,Stony River,USA,112
2086,SRV,Stony River,USA,ANI,Aniak,USA,112
2087,KWK,Kwigillingok,USA,KPN,Kipnuk,USA,104
2088,WTL,Tuntutuliak,USA,KKH,Kongiganak,USA,104
2089,ANV,Anvik,USA,KGX,Grayling,USA,216
2090,BET,Bethel,USA,KWN,Quinhagak,USA,112
2091,CYF,Chefornak,USA,BET,Bethel,USA,104
2092,HCR,Holy Cross,USA,ANV,Anvik,USA,216
2093,HPB,Hooper Bay,USA,SCM,Scammon Bay,USA,104
2094,NUP,Nunapitchuk,USA,KUK,Kasigluk,USA,112
2095,SCM,Scammon Bay,USA,BET,Bethel,USA,104
2125,SMK,St Michael,USA,UNK,Unalakleet,USA,112
2126,SMK,St Michael,USA,WBB,Stebbins,USA,112
2127,UNK,Unalakleet,USA,SMK,St Michael,USA,112
2128,WBB,Stebbins,USA,SMK,St Michael,USA,112
2153,CLE,Cleveland,USA,ROC,Rochester (US) NY,USA,170
2155,ROC,Rochester (US) NY,USA,CLE,Cleveland,USA,170
2210,KKA,Koyuk,USA,SKK,Shaktoolik,USA,270
2211,SKK,Shaktoolik,USA,KKA,Koyuk,USA,234
2212,ABL,Ambler,USA,SHG,Shungnak,USA,270
2213,KVL,Kivalina,USA,PHO,Point Hope,USA,234
2214,OME,Nome,USA,SVA,Savoonga,USA,660
2215,DRG,Deering,USA,OTZ,Kotzebue,USA,234
2216,GAM,Gambell,USA,OME,Nome,USA,330
2217,BKC,Buckland,USA,OTZ,Kotzebue,USA,270
2218,OTZ,Kotzebue,USA,BKC,Buckland,USA,234
2219,ELI,Elim,USA,OME,Nome,USA,270
2220,KVL,Kivalina,USA,OTZ,Kotzebue,USA,270
2221,OME,Nome,USA,ELI,Elim,USA,36
2222,OME,Nome,USA,UNK,Unalakleet,USA,234
2223,OME,Nome,USA,WMO,White Mountain,USA,270
2224,OTZ,Kotzebue,USA,KVL,Kivalina,USA,234
2225,OTZ,Kotzebue,USA,WLK,Selawik,USA,504
2226,UNK,Unalakleet,USA,OME,Nome,USA,504
2227,SVA,Savoonga,USA,OME,Nome,USA,616
2228,KPC,Port Clarence,USA,OME,Nome,USA,126
2229,OME,Nome,USA,SMK,St Michael,USA,234
2230,OME,Nome,USA,GAM,Gambell,USA,286
2231,OME,Nome,USA,WBB,Stebbins,USA,270
2232,OTZ,Kotzebue,USA,DRG,Deering,USA,270
2233,WBB,Stebbins,USA,OME,Nome,USA,234
2234,SHG,Shungnak,USA,OBU,Kobuk,USA,270
2235,WLK,Selawik,USA,OTZ,Kotzebue,USA,504
2236,OTZ,Kotzebue,USA,ABL,Ambler,USA,270
2237,ORV,Noorvik,USA,OTZ,Kotzebue,USA,270
2238,OTZ,Kotzebue,USA,ORV,Noorvik,USA,504
2239,OTZ,Kotzebue,USA,WTK,Noatak,USA,504
2240,WAA,Wales,USA,TNC,Tin City,USA,108
2241,WTK,Noatak,USA,OTZ,Kotzebue,USA,234
2242,OME,Nome,USA,SHH,Shishmaref,USA,270
2243,ORV,Noorvik,USA,IAN,Kiana,USA,234
2244,BKC,Buckland,USA,DRG,Deering,USA,234
2245,TNC,Tin City,USA,OME,Nome,USA,108
2246,SHH,Shishmaref,USA,OME,Nome,USA,270
2247,GLV,Golovin,USA,ELI,Elim,USA,270
2248,IAN,Kiana,USA,OTZ,Kotzebue,USA,504
2249,KKA,Koyuk,USA,OME,Nome,USA,234
2250,LUR,Cape Lisburne,USA,PHO,Point Hope,USA,63
2251,OME,Nome,USA,KKA,Koyuk,USA,234
2252,OTZ,Kotzebue,USA,IAN,Kiana,USA,270
2253,OTZ,Kotzebue,USA,PHO,Point Hope,USA,270
2254,PHO,Point Hope,USA,LUR,Cape Lisburne,USA,63
2255,PHO,Point Hope,USA,OTZ,Kotzebue,USA,504
2256,WMO,White Mountain,USA,GLV,Golovin,USA,270
2257,DRG,Deering,USA,BKC,Buckland,USA,270
2258,KTS,Teller Mission,USA,OME,Nome,USA,234
2259,SMK,St Michael,USA,WBB,Stebbins,USA,234
2260,WBB,Stebbins,USA,SMK,St Michael,USA,270
2261,GAM,Gambell,USA,SVA,Savoonga,USA,330
2262,OME,Nome,USA,TLA,Teller,USA,234
2263,SMK,St Michael,USA,UNK,Unalakleet,USA,270
2264,SVA,Savoonga,USA,GAM,Gambell,USA,374
2265,WTK,Noatak,USA,KVL,Kivalina,USA,270
2266,OME,Nome,USA,WAA,Wales,USA,234
2267,SKK,Shaktoolik,USA,UNK,Unalakleet,USA,234
2268,UNK,Unalakleet,USA,SKK,Shaktoolik,USA,234
2269,ELI,Elim,USA,KKA,Koyuk,USA,36
2270,OBU,Kobuk,USA,OTZ,Kotzebue,USA,270
2271,TLA,Teller,USA,KTS,Teller Mission,USA,234
2272,OME,Nome,USA,OTZ,Kotzebue,USA,242
2273,OTZ,Kotzebue,USA,OME,Nome,USA,242
2274,SKK,Shaktoolik,USA,OME,Nome,USA,36
2275,WAA,Wales,USA,KPC,Port Clarence,USA,126
2361,DRG,Deering,USA,OTZ,Kotzebue,USA,144
2362,OBU,Kobuk,USA,OTZ,Kotzebue,USA,144
2363,OME,Nome,USA,WMO,White Mountain,USA,216
2364,TLA,Teller,USA,KTS,Teller Mission,USA,216
2365,ABL,Ambler,USA,SHG,Shungnak,USA,144
2366,BKC,Buckland,USA,DRG,Deering,USA,144
2367,OME,Nome,USA,SHH,Shishmaref,USA,216
2368,SHH,Shishmaref,USA,OME,Nome,USA,216
2369,IAN,Kiana,USA,ORV,Noorvik,USA,216
2370,SHG,Shungnak,USA,OBU,Kobuk,USA,144
2371,KVL,Kivalina,USA,OTZ,Kotzebue,USA,112
2372,OME,Nome,USA,TLA,Teller,USA,216
2373,OTZ,Kotzebue,USA,BKC,Buckland,USA,144
2374,GLV,Golovin,USA,ELI,Elim,USA,216
2375,OTZ,Kotzebue,USA,WLK,Selawik,USA,216
2376,PHO,Point Hope,USA,KVL,Kivalina,USA,112
2377,WAA,Wales,USA,OME,Nome,USA,216
2378,ELI,Elim,USA,OME,Nome,USA,216
2379,KTS,Teller Mission,USA,WAA,Wales,USA,216
2380,OTZ,Kotzebue,USA,WTK,Noatak,USA,392
2381,WLK,Selawik,USA,IAN,Kiana,USA,216
2382,WTK,Noatak,USA,OTZ,Kotzebue,USA,392
2383,OTZ,Kotzebue,USA,PHO,Point Hope,USA,112
2384,OTZ,Kotzebue,USA,ABL,Ambler,USA,144
2385,ORV,Noorvik,USA,OTZ,Kotzebue,USA,216
2386,WMO,White Mountain,USA,GLV,Golovin,USA,216
2456,AET,Allakaket,USA,FAI,Fairbanks,USA,64
2457,FAI,Fairbanks,USA,AET,Allakaket,USA,64
2458,BTT,Bettles,USA,FAI,Fairbanks,USA,368
2459,ARC,Arctic Village,USA,FAI,Fairbanks,USA,184
2460,FAI,Fairbanks,USA,ARC,Arctic Village,USA,184
2461,FAI,Fairbanks,USA,BTT,Bettles,USA,368
2462,ARC,Arctic Village,USA,VEE,Venetie,USA,248
2463,AET,Allakaket,USA,BTT,Bettles,USA,432
2464,BTT,Bettles,USA,AET,Allakaket,USA,432
2465,VEE,Venetie,USA,ARC,Arctic Village,USA,248
2466,AKP,Anaktuvuk Pass,USA,FAI,Fairbanks,USA,368
2467,FAI,Fairbanks,USA,AKP,Anaktuvuk Pass,USA,368
2468,AKP,Anaktuvuk Pass,USA,BTT,Bettles,USA,64
2469,BTT,Bettles,USA,AKP,Anaktuvuk Pass,USA,64
2470,FAI,Fairbanks,USA,KBC,Birch Creek,USA,184
2471,KBC,Birch Creek,USA,FAI,Fairbanks,USA,184
2472,FYU,Fort Yukon,USA,VEE,Venetie,USA,432
2473,VEE,Venetie,USA,FYU,Fort Yukon,USA,432
2474,FYU,Fort Yukon,USA,KBC,Birch Creek,USA,184
2475,KBC,Birch Creek,USA,FYU,Fort Yukon,USA,184
2476,FAI,Fairbanks,USA,FYU,Fort Yukon,USA,248
2477,FYU,Fort Yukon,USA,FAI,Fairbanks,USA,248
2497,EAU,Eau Claire,USA,RHI,Rhinelander,USA,759
2498,RHI,Rhinelander,USA,EAU,Eau Claire,USA,759
2501,ACK,Nantucket,USA,PVD,Providence,USA,3150
2502,PVD,Providence,USA,ACK,Nantucket,USA,3150
2503,BOS,Boston,USA,PVC,Provincetown,USA,2052
2504,PVC,Provincetown,USA,BOS,Boston,USA,2151
2505,ACK,Nantucket,USA,PVC,Provincetown,USA,270
2507,PVC,Provincetown,USA,ACK,Nantucket,USA,270
2509,HYA,Hyannis,USA,MVY,Martha's Vineyard,USA,1737
2510,MVY,Martha's Vineyard,USA,HYA,Hyannis,USA,1575
2511,ACK,Nantucket,USA,MVY,Martha's Vineyard,USA,864
2512,MVY,Martha's Vineyard,USA,ACK,Nantucket,USA,864
2515,BOS,Boston,USA,HYA,Hyannis,USA,1719
2516,HYA,Hyannis,USA,BOS,Boston,USA,1719
2517,EYW,Key West,USA,RSW,Fort Myers,USA,765
2518,RSW,Fort Myers,USA,EYW,Key West,USA,765
2519,ACK,Nantucket,USA,EWB,New Bedford,USA,2349
2520,EWB,New Bedford,USA,ACK,Nantucket,USA,2349
2522,EWB,New Bedford,USA,MVY,Martha's Vineyard,USA,1782
2523,MVY,Martha's Vineyard,USA,EWB,New Bedford,USA,1782
2525,ACK,Nantucket,USA,BOS,Boston,USA,3762
2526,BOS,Boston,USA,ACK,Nantucket,USA,3762
2527,MVY,Martha's Vineyard,USA,PVD,Providence,USA,2232
2528,PVD,Providence,USA,MVY,Martha's Vineyard,USA,2196
2531,ACK,Nantucket,USA,HYA,Hyannis,USA,4185
2532,HYA,Hyannis,USA,ACK,Nantucket,USA,4320
2533,BOS,Boston,USA,MVY,Martha's Vineyard,USA,3681
2534,EYW,Key West,USA,FLL,Fort Lauderdale,USA,558
2535,FLL,Fort Lauderdale,USA,EYW,Key West,USA,558
2536,MVY,Martha's Vineyard,USA,BOS,Boston,USA,3681
3269,BDL,Hartford,USA,MIA,Miami,USA,4154
3270,BDL,Hartford,USA,STL,St Louis,USA,11352
3271,BMI,Bloomington-Normal,USA,STL,St Louis,USA,4140
3272,ANC,Anchorage,USA,ORD,Chicago,USA,5456
3274,CID,Cedar Rapids,USA,DFW,Dallas/Fort Worth,USA,1188
3275,ANC,Anchorage,USA,DFW,Dallas/Fort Worth,USA,5456
3277,ATL,Atlanta,USA,ORD,Chicago,USA,13137
3278,AUS,Austin,USA,ORD,Chicago,USA,23349
3279,AZO,Kalamazoo,USA,ORD,Chicago,USA,1540
3280,BOS,Boston,USA,LAX,Los Angeles,USA,6384
3281,BOS,Boston,USA,LGA,New York,USA,88
3282,DBQ,Dubuque,USA,ORD,Chicago,USA,3050
3283,DCA,Washington,USA,MIA,Miami,USA,11610
3284,DFW,Dallas/Fort Worth,USA,CID,Cedar Rapids,USA,1188
3285,ABI,Abilene,USA,DFW,Dallas/Fort Worth,USA,1750
3286,AMA,Amarillo,USA,DFW,Dallas/Fort Worth,USA,132
3288,BDL,Hartford,USA,ORD,Chicago,USA,14835
3289,BHM,Birmingham (US),USA,DFW,Dallas/Fort Worth,USA,7998
3290,BNA,Nashville,USA,STL,St Louis,USA,7550
3291,BWI,Baltimore,USA,MIA,Miami,USA,8442
3292,BWI,Baltimore,USA,STL,St Louis,USA,19221
3294,CID,Cedar Rapids,USA,STL,St Louis,USA,8300
3295,CLE,Cleveland,USA,STL,St Louis,USA,19092
3297,DFW,Dallas/Fort Worth,USA,HOU,Houston,USA,2900
3298,DFW,Dallas/Fort Worth,USA,MCI,Kansas City,USA,39087
3299,DFW,Dallas/Fort Worth,USA,MIA,Miami,USA,5031
3300,DFW,Dallas/Fort Worth,USA,MKE,Milwaukee,USA,4400
3301,BGR,Bangor,USA,BOS,Boston,USA,5846
3302,BNA,Nashville,USA,LAX,Los Angeles,USA,7353
3303,BOS,Boston,USA,BGR,Bangor,USA,5994
3304,BOS,Boston,USA,DFW,Dallas/Fort Worth,USA,4020
3305,BOS,Boston,USA,MCO,Orlando,USA,134
3306,BOS,Boston,USA,MIA,Miami,USA,5456
3308,BOS,Boston,USA,PHL,Philadelphia,USA,6216
3309,BOS,Boston,USA,RDU,Raleigh/Durham,USA,5106
3310,BOS,Boston,USA,RIC,Richmond (US),USA,3071
3313,COU,Columbia (US) MO,USA,STL,St Louis,USA,3828
3314,DCA,Washington,USA,DFW,Dallas/Fort Worth,USA,10736
3315,DEC,Decatur,USA,STL,St Louis,USA,2436
3318,BHM,Birmingham (US),USA,DFW,Dallas/Fort Worth,USA,2697
3319,BMI,Bloomington-Normal,USA,STL,St Louis,USA,3360
3320,BNA,Nashville,USA,ORD,Chicago,USA,7656
3321,BNA,Nashville,USA,ORD,Chicago,USA,3999
3322,DAY,Dayton,USA,DFW,Dallas/Fort Worth,USA,5307
3323,DEN,Denver,USA,LAX,Los Angeles,USA,4154
3324,DFW,Dallas/Fort Worth,USA,DAY,Dayton,USA,5307
3325,DFW,Dallas/Fort Worth,USA,DSM,Des Moines,USA,5220
3326,ABQ,Albuquerque,USA,STL,St Louis,USA,7353
3327,BDL,Hartford,USA,ORD,Chicago,USA,5092
3328,BOS,Boston,USA,CMH,Columbus (US) OH,USA,1980
3329,BOS,Boston,USA,ISP,Long Island Macarthur,USA,3404
3330,BDL,Hartford,USA,DFW,Dallas/Fort Worth,USA,11868
3331,BOS,Boston,USA,EWR,New York,USA,5032
3332,BOS,Boston,USA,FLL,Fort Lauderdale,USA,134
3333,BOS,Boston,USA,MIA,Miami,USA,23343
3334,BOS,Boston,USA,ORD,Chicago,USA,31734
3336,CHA,Chattanooga,USA,ORD,Chicago,USA,250
3337,CLE,Cleveland,USA,MIA,Miami,USA,3999
3338,CLL,College Station,USA,DFW,Dallas/Fort Worth,USA,4500
3339,CLT,Charlotte,USA,DFW,Dallas/Fort Worth,USA,23349
3340,DFW,Dallas/Fort Worth,USA,SGF,Springfield (US) MO,USA,1400
3341,DFW,Dallas/Fort Worth,USA,SLC,Salt Lake City,USA,15867
3342,CLT,Charlotte,USA,ORD,Chicago,USA,1300
3344,DFW,Dallas/Fort Worth,USA,ANC,Anchorage,USA,5456
3345,DFW,Dallas/Fort Worth,USA,BHM,Birmingham (US),USA,7998
3346,DFW,Dallas/Fort Worth,USA,DCA,Washington,USA,10736
3347,BRL,Burlington (US) IA,USA,STL,St Louis,USA,1520
3348,BWI,Baltimore,USA,DFW,Dallas/Fort Worth,USA,22833
3350,CMH,Columbus (US) OH,USA,STL,St Louis,USA,15222
3351,CRP,Corpus Christi,USA,DFW,Dallas/Fort Worth,USA,1364
3352,DFW,Dallas/Fort Worth,USA,ICT,Wichita,USA,4600
3353,DFW,Dallas/Fort Worth,USA,IND,Indianapolis,USA,19350
3354,DFW,Dallas/Fort Worth,USA,LBB,Lubbock,USA,7500
3355,DFW,Dallas/Fort Worth,USA,MAF,Midland/odessa,USA,4400
3356,DFW,Dallas/Fort Worth,USA,OKC,Oklahoma City,USA,200
3357,EWR,New York,USA,MIA,Miami,USA,15562
3360,HNL,Honolulu,USA,SJC,San Jose (US),USA,5456
3362,BOS,Boston,USA,MCO,Orlando,USA,3870
3363,BOS,Boston,USA,SFO,San Francisco,USA,4752
3364,BWI,Baltimore,USA,MIA,Miami,USA,5280
3365,CLE,Cleveland,USA,LGA,New York,USA,3996
3366,CMH,Columbus (US) OH,USA,BOS,Boston,USA,1980
3367,ATL,Atlanta,USA,STL,St Louis,USA,18705
3369,BTR,Baton Rouge,USA,DFW,Dallas/Fort Worth,USA,5280
3370,BWI,Baltimore,USA,DFW,Dallas/Fort Worth,USA,5456
3371,DAY,Dayton,USA,ORD,Chicago,USA,5600
3372,DCA,Washington,USA,MIA,Miami,USA,21824
3373,DFW,Dallas/Fort Worth,USA,BDL,Hartford,USA,11868
3374,DFW,Dallas/Fort Worth,USA,CLL,College Station,USA,4470
3375,DFW,Dallas/Fort Worth,USA,CLT,Charlotte,USA,23349
3376,DFW,Dallas/Fort Worth,USA,SNA,Santa Ana,USA,516
3377,DSM,Des Moines,USA,DFW,Dallas/Fort Worth,USA,5220
3382,DCA,Washington,USA,DFW,Dallas/Fort Worth,USA,26574
3383,DEN,Denver,USA,ORD,Chicago,USA,16512
3384,AMA,Amarillo,USA,DFW,Dallas/Fort Worth,USA,8900
3386,ICT,Wichita,USA,DFW,Dallas/Fort Worth,USA,4600
3387,IND,Indianapolis,USA,DFW,Dallas/Fort Worth,USA,19350
3388,DFW,Dallas/Fort Worth,USA,BHM,Birmingham (US),USA,2697
3389,DFW,Dallas/Fort Worth,USA,BWI,Baltimore,USA,18834
3390,DFW,Dallas/Fort Worth,USA,CRP,Corpus Christi,USA,1364
3391,DFW,Dallas/Fort Worth,USA,JAC,Jackson (US) WY,USA,6160
3392,DFW,Dallas/Fort Worth,USA,LAX,Los Angeles,USA,19221
3393,DFW,Dallas/Fort Worth,USA,MIA,Miami,USA,7068
3394,DFW,Dallas/Fort Worth,USA,OKC,Oklahoma City,USA,44
3395,DFW,Dallas/Fort Worth,USA,ORD,Chicago,USA,6860
3396,DCA,Washington,USA,STL,St Louis,USA,22575
3397,DEN,Denver,USA,DFW,Dallas/Fort Worth,USA,4154
3398,DEN,Denver,USA,DFW,Dallas/Fort Worth,USA,16192
3399,DFW,Dallas/Fort Worth,USA,ABI,Abilene,USA,1750
3400,DFW,Dallas/Fort Worth,USA,AMA,Amarillo,USA,88
3401,DFW,Dallas/Fort Worth,USA,BOS,Boston,USA,4020
3402,DFW,Dallas/Fort Worth,USA,DEN,Denver,USA,4020
3403,DFW,Dallas/Fort Worth,USA,DEN,Denver,USA,16192
3404,DFW,Dallas/Fort Worth,USA,DTW,Detroit,USA,13050
3405,HOU,Houston,USA,DFW,Dallas/Fort Worth,USA,2900
3406,IAD,Washington,USA,LAX,Los Angeles,USA,6156
3410,LAS,Las Vegas,USA,ORD,Chicago,USA,10912
3411,LAX,Los Angeles,USA,IAD,Washington,USA,6156
3412,DFW,Dallas/Fort Worth,USA,LGA,New York,USA,33540
3413,DFW,Dallas/Fort Worth,USA,PDX,Portland (US) OR,USA,10032
3415,DFW,Dallas/Fort Worth,USA,SDF,Louisville,USA,7656
3416,DFW,Dallas/Fort Worth,USA,SEA,Seattle,USA,15867
3417,DFW,Dallas/Fort Worth,USA,XNA,Fayetteville (US) AR,USA,2850
3418,DSM,Des Moines,USA,ORD,Chicago,USA,4884
3419,CVG,Cincinnati,USA,ORD,Chicago,USA,1650
3420,DBQ,Dubuque,USA,ORD,Chicago,USA,1364
3421,DCA,Washington,USA,JFK,New York,USA,4773
3422,DEN,Denver,USA,LAX,Los Angeles,USA,11481
3423,ABQ,Albuquerque,USA,DFW,Dallas/Fort Worth,USA,23349
3424,ATL,Atlanta,USA,DFW,Dallas/Fort Worth,USA,10736
3427,BOS,Boston,USA,BWI,Baltimore,USA,3432
3428,BOS,Boston,USA,RDU,Raleigh/Durham,USA,3344
3429,DFW,Dallas/Fort Worth,USA,ELP,El Paso,USA,27606
3430,DFW,Dallas/Fort Worth,USA,EWR,New York,USA,27219
3431,DFW,Dallas/Fort Worth,USA,MEM,Memphis,USA,7743
3432,DFW,Dallas/Fort Worth,USA,MIA,Miami,USA,21824
3433,ANC,Anchorage,USA,STL,St Louis,USA,5456
3434,AUS,Austin,USA,LAX,Los Angeles,USA,11223
3435,AUS,Austin,USA,STL,St Louis,USA,11352
3438,BGR,Bangor,USA,BOS,Boston,USA,2552
3439,BMI,Bloomington-Normal,USA,STL,St Louis,USA,2958
3440,BNA,Nashville,USA,DFW,Dallas/Fort Worth,USA,1364
3441,BNA,Nashville,USA,DFW,Dallas/Fort Worth,USA,11481
3442,BNA,Nashville,USA,ORD,Chicago,USA,1408
3444,BOS,Boston,USA,BGR,Bangor,USA,2376
3445,ALB,Albany (US) NY,USA,ORD,Chicago,USA,2500
3447,BGR,Bangor,USA,LGA,New York,USA,2220
3450,BOS,Boston,USA,STL,St Louis,USA,5280
3452,CID,Cedar Rapids,USA,STL,St Louis,USA,754
3453,DFW,Dallas/Fort Worth,USA,BTR,Baton Rouge,USA,5280
3454,DFW,Dallas/Fort Worth,USA,BWI,Baltimore,USA,5456
3455,DFW,Dallas/Fort Worth,USA,DCA,Washington,USA,26574
3456,DFW,Dallas/Fort Worth,USA,FLL,Fort Lauderdale,USA,23607
3458,DFW,Dallas/Fort Worth,USA,HNL,Honolulu,USA,14136
3459,DFW,Dallas/Fort Worth,USA,HSV,Huntsville,USA,4092
3460,DFW,Dallas/Fort Worth,USA,IAH,Houston,USA,8174
3463,BOS,Boston,USA,DFW,Dallas/Fort Worth,USA,14784
3464,JFK,New York,USA,SJC,San Jose (US),USA,10032
3465,JLN,Joplin,USA,STL,St Louis,USA,3074
3466,LAX,Los Angeles,USA,BOS,Boston,USA,6384
3467,LAX,Los Angeles,USA,DEN,Denver,USA,3618
3468,LAX,Los Angeles,USA,PSP,Palm Springs,USA,1364
3469,ABQ,Albuquerque,USA,ORD,Chicago,USA,11352
3471,ATL,Atlanta,USA,DFW,Dallas/Fort Worth,USA,19221
3472,AUS,Austin,USA,SJC,San Jose (US),USA,10965
3475,BNA,Nashville,USA,ORD,Chicago,USA,3000
3477,BOS,Boston,USA,DFW,Dallas/Fort Worth,USA,16512
3478,DFW,Dallas/Fort Worth,USA,LIT,Little Rock,USA,2552
3479,DFW,Dallas/Fort Worth,USA,OAK,Oakland,USA,19350
3481,ATL,Atlanta,USA,BNA,Nashville,USA,988
3482,ATL,Atlanta,USA,MIA,Miami,USA,15867
3483,AZO,Kalamazoo,USA,ORD,Chicago,USA,4000
3484,BDL,Hartford,USA,RDU,Raleigh/Durham,USA,3256
3485,BNA,Nashville,USA,ATL,Atlanta,USA,988
3486,BNA,Nashville,USA,LGA,New York,USA,2405
3487,LAX,Los Angeles,USA,SAN,San Diego,USA,19410
3488,LAX,Los Angeles,USA,SBA,Santa Barbara,USA,2508
3489,LGA,New York,USA,MCI,Kansas City,USA,6579
3490,LGA,New York,USA,MCO,Orlando,USA,16512
3491,LGA,New York,USA,ORD,Chicago,USA,60114
3492,DFW,Dallas/Fort Worth,USA,SAN,San Diego,USA,35217
3493,DFW,Dallas/Fort Worth,USA,XNA,Fayetteville (US) AR,USA,296
3494,FAT,Fresno,USA,LAX,Los Angeles,USA,5580
3497,GRR,Grand Rapids (US) MI,USA,ORD,Chicago,USA,572
3498,GSP,Greenville (US) SC,USA,ORD,Chicago,USA,3432
3499,HNL,Honolulu,USA,LAX,Los Angeles,USA,21888
3500,IAH,Houston,USA,ORD,Chicago,USA,10266
3501,JAC,Jackson (US) WY,USA,DFW,Dallas/Fort Worth,USA,6160
3502,ATL,Atlanta,USA,DFW,Dallas/Fort Worth,USA,7656
3503,ATL,Atlanta,USA,MIA,Miami,USA,5456
3505,DFW,Dallas/Fort Worth,USA,DTW,Detroit,USA,200
3506,DFW,Dallas/Fort Worth,USA,LIT,Little Rock,USA,5600
